5.074644285035639218e-02	-2.710984041220698693e-01	4.274646365584027219e-01	-2.624626809901649260e-02	-2.620473185886947887e-01	-1.074527516295120250e-01	-1.415813334882255747e-01	-2.186434483522382566e-01	-8.578051034042145917e-02	3.882060321454227497e-02	-2.639284335961423200e-01	-1.028328868157271821e-02	4.978400413330216767e-02	2.691133232976146428e-02	-7.100753405519844019e-02
-4.799734793332999239e-01	-2.240147752270760795e-01	-1.430487508660743638e-02	-2.335414982475931267e-01	-2.630607063471197132e-02	2.686554106222653338e-01	7.836142683284022525e-02	1.970117780648327210e-01	1.157805599700289512e-01	7.104004994377718755e-03	-4.185143045560930225e-02	1.327831355877428241e-03	1.774735540536058129e-02	-7.319836971043218454e-02	-4.245068909369104776e-02
1.580591419360780070e-02	-4.401091504150408396e-01	1.772848147236828417e-02	-6.714379123359059953e-02	-4.338095706103887728e-01	2.377383083675173037e-01	-6.649596190697810993e-02	-2.753362060685560775e-01	-2.845696499531526202e-02	3.455250796820973080e-02	-2.232119622798405811e-01	8.242941274276705671e-03	3.522061834589641782e-02	1.833414686653924916e-02	-9.137142993159166893e-02
-1.619866031940251083e-01	-5.086251091844393724e-01	7.360765603319190109e-02	-3.603983743495243752e-01	4.797825793465881339e-01	1.004499251575248497e-01	2.284678266846924544e-01	3.382865693840295639e-03	1.259493460085285566e-01	1.134972104060193721e-01	-5.971527881128613907e-02	-4.343988208469845569e-02	-1.206987238730470174e-01	6.787819610480366750e-02	-4.259505594254944794e-02
3.344101315108818362e-01	-4.318499854089890566e-01	4.502268393589026196e-01	-5.460047453840891629e-01	2.329195382256361302e-01	-2.426384454568193683e-02	2.676448659186586032e-01	-4.284196049240191484e-01	2.319755896213982205e-01	2.352103676807520624e-02	6.244543278026513933e-02	-7.034114056298702844e-02	-2.573158928984123350e-01	2.043105235545525922e-01	-3.835667166874344447e-02
4.428293081832970213e-01	-6.625543171935988074e-01	4.091424388454367733e-01	-7.641324663851907228e-01	5.500667020381264094e-02	2.806115026044571636e-01	3.988845722817888628e-01	-3.740508825973116735e-01	-1.084708625529813147e-01	-1.071275248353529830e-01	8.332834987692110118e-02	-4.338938037804201259e-02	3.064053002799663195e-02	2.161909039489913822e-02	5.780307281093441385e-02
2.401592256041653883e-01	-6.688059277144746684e-01	3.460746837658433828e-01	-6.975185908721510675e-01	1.291279111749747688e-01	2.038900032990649258e-01	2.024681169851972606e-01	-1.145347859026739218e-01	-2.691219443504576092e-01	1.191085568945932927e-01	4.905108862825290073e-02	3.089853547562122424e-03	-8.227964712903995670e-02	-9.862210917240860249e-04	-7.189972915233440454e-02
-5.361204750173221845e-01	-3.931460691082046960e-02	1.492433486318880606e-02	-5.567892400854659168e-02	-2.102481796964180139e-01	8.412217386615651604e-02	-1.268609866489681104e-01	-1.982932983172481234e-01	2.302348316272212828e-02	-1.269085225666114272e-02	-1.280357597373469325e-01	6.203874239480674721e-03	1.094830503587094911e-01	-3.654576708737903440e-02	4.145639826834028596e-02
1.224728761462935411e-01	-4.275274304834335570e-01	2.422146619878725038e-01	-3.581591740909446236e-02	1.182988318046748338e-01	4.657930210170366236e-02	1.080011676146073879e-01	-2.516312344918495980e-01	-9.298426277581307853e-02	-1.026303375485867614e-01	-4.248020748739760738e-02	-1.723484768538171563e-01	5.800795698080212642e-03	1.443146851608785863e-01	1.447924163424165744e-01
1.917253591519513523e-01	-5.205169060992211882e-01	1.195222045769238767e-01	-1.680122404727862895e-01	-8.991399315062161002e-02	3.252886707379694653e-01	3.528928219125651577e-01	1.102058300341690333e-01	2.025682118313515689e-01	-9.038281187240083947e-02	-3.117613348803814979e-02	-2.478418456718445018e-01	-4.117271758482777405e-02	6.559965516493013182e-02	1.172692262612300418e-01
3.413540541352396707e-01	-5.567860505499977464e-01	2.778893904856821750e-01	-2.737636937678099569e-01	-1.903426611947086067e-01	-1.330747705853019824e-01	1.566098488107037778e-01	1.923319903818709320e-01	-1.211780492318025731e-03	-1.649628041139784285e-01	-2.239628183918876136e-01	8.992952440681946033e-03	-3.323146026176357348e-02	2.057024109372315376e-02	-1.153628553269398505e-01
